10,34.138,19.00360376349707,1.203868147833792,1.6967356763005128,2.1040325860222255,4.5115428297429085,26.97583476407618,0.2266551057483743,0.47352445510175245,0.751010445168006,3.2650934841127124,56.75862405939623,0.9209553247266452,1.307451953645972,1.618359820553973,3.379921852547821,17.512994651644494,0.06594471238338646,0.19775176522983298,0.3710316483020346,1.9137044678722896,28.366239514577035
20,56.718,19.806374630406243,1.1509243499349389,1.3729338212309483,1.5319852640948712,2.251299645145037,5.524577484197758,0.11399010990392079,0.20511953483086667,0.2968372470911465,0.8919224300656712,5.763079868022876,0.9630887832439003,1.112345298713806,1.2161849905358983,1.6617029594434882,3.3673301684821175,0.028959574160580686,0.0678599009311559,0.11975124030393841,0.44099199559187713,2.8170080643078554
30,73.801,20.76245166159334,1.139599865163227,1.3003535709075424,1.4106715320063707,1.8699186769305018,3.556634885281606,0.08741798634822728,0.14468462192635287,0.19900410454368295,0.5270799287758889,2.718723215015082,0.9743128505059678,1.0678743077153865,1.1302774645099638,1.3776760580072542,2.1474720786249004,0.01901595984015973,0.0441552995584931,0.07641903767459376,0.25689527236470283,1.258274783277477
40,86.179,19.786635868686723,1.1254154000825876,1.2501629252806576,1.3334692804697492,1.6645515506662822,2.7436106360162356,0.06443803376746823,0.10835324164878403,0.14989829620417724,0.38363726199419046,1.6285854776038216,0.9813501797194712,1.0517783968229812,1.0983342901180682,1.2783956713924196,1.7921366927329132,0.014367253738245813,0.03253926410224058,0.056857341406696744,0.18362037173834264,0.752804686827951
50,96.559,18.450542512349063,1.1221269694643237,1.2320246252022584,1.3049463180828693,1.5915293635755245,2.485689812461963,0.06125062723704087,0.0956217744008329,0.12780670619150725,0.3085641338121974,1.2486357064387557,0.9849349008806985,1.0392204030869723,1.0745354328682735,1.2073736475124375,1.5553475398834808,0.011080816099552658,0.02440743069488666,0.04287398360125493,0.1328755110315938,0.48108045567685187
60,109.346,18.991742521422307,1.1175074569120673,1.2150416218795619,1.2791703462937223,1.5279320827675558,2.2823302665184415,0.05179464935956402,0.08363382801193636,0.11253044377168428,0.2708100562733935,1.0667432250074238,0.9879755155876914,1.0323475771881132,1.0609518523962769,1.167162033830197,1.4365428057189216,0.009151560615208673,0.020557357488697203,0.0357504736083809,0.1071861703624628,0.36410542445482225
70,120.763,19.320218192349692,1.113417573540419,1.20265950590088,1.2607790949292843,1.4821483802887994,2.122504660436487,0.04793517647776983,0.07544262278468332,0.09985144182579082,0.22904292863228842,0.8369394942123731,0.9887588800349605,1.0267601972714173,1.0510960802716887,1.1404227589388998,1.3621833986197978,0.008156409722494222,0.01603302822400357,0.028329926080768994,0.08661899303505256,0.28736688270621924
80,130.59,18.43122079516167,1.1077290255138785,1.1903233319108122,1.2439776185853448,1.4471835637316097,2.0210392870615634,0.043619880071861655,0.07028160146282564,0.09422088988622247,0.2208989204850497,0.7821632569096926,0.9908440282568844,1.0236260067189171,1.0446037470333325,1.1215090685134113,1.3103103926157722,0.0069945040162282136,0.014890049629958886,0.026220545285025355,0.07868754520312847,0.2655729673486621
90,141.202,18.194977219001952,1.106425774357666,1.1840658018441255,1.2341427309996669,1.4203941665011721,1.9155849565419991,0.0418898118401931,0.06478013021582084,0.08517701172946773,0.19134517387335237,0.6422922827753196,0.9918174287801533,1.0208697284231896,1.0395880814212421,1.108638782062165,1.2785695851667667,0.005963971915339983,0.013065073037264657,0.022976538282855626,0.0683115057317913,0.22607079414036174
100,152.204,17.668230924458737,1.1032918658857698,1.1766805940094789,1.2241147376158517,1.4012963380166008,1.8766749473305604,0.03959180425409293,0.06239038126903324,0.08244987137893645,0.18550353348816814,0.6255934304425882,0.9924395096793796,1.0184162281750073,1.0350989400066168,1.0961015704643666,1.2415785859744783,0.005774210477710351,0.01231462567348835,0.021740704399920895,0.06355406589404804,0.19762509125914812
